"location_name","joinpoint_model","aapc_index","start_obs","end_obs","aapc","aapc_c_i_low","aapc_c_i_high","statistically_significant_0_no_1_yes","test_statistic","p_value","p_value_label","legend","Year","Value","Label","Measure"
"Bhutan",2,"1990.000-2019.000",1990,2019,-10.59,"-11.55","-9.61",1,-20.184,0,"***","1990~2019
-10.59(-11.55~-9.61)***","1990~2019","-10.59 (-11.55~-9.61)","Incidence","Number"
"Bolivia (Plurinational State of)",5,"Full Range",1990,2021,-12.13,"-12.28","-11.98",1,-148.343,0,"***","1990~2021
-12.13(-12.28~-11.98)***","1990~2021","-12.13 (-12.28~-11.98)","Incidence","Number"
"Bolivia (Plurinational State of)",5,"1990.000-1999.000",1990,1999,-2.14,"-2.34","-1.94",1,-20.462,0,"***","1990~1999
-2.14(-2.34~-1.94)***","1990~1999","-2.14 (-2.34~-1.94)","Incidence","Number"
"Bolivia (Plurinational State of)",5,"1999.000-2009.000",1999,2009,-4.32,"-4.50","-4.13",1,-44.73,0,"***","1999~2009
-4.32(-4.50~-4.13)***","1999~2009","-4.32 (-4.50~-4.13)","Incidence","Number"
"Bolivia (Plurinational State of)",5,"2009.000-2019.000",2009,2019,0.38,"-0.01","0.76",0,1.927,0.054,"","2009~2019
0.38(-0.01~0.76)","2009~2019","0.38 (-0.01~0.76)","Incidence","Number"
"Bolivia (Plurinational State of)",5,"2019.000-2021.000",2019,2021,-81.83,"-82.06","-81.59",1,-281.351,0,"***","2019~2021
-81.83(-82.06~-81.59)***","2019~2021","-81.83 (-82.06~-81.59)","Incidence","Number"
"Bolivia (Plurinational State of)",5,"1990.000-2019.000",1990,2019,-2.04,"-2.20","-1.88",1,-24.783,0,"***","1990~2019
-2.04(-2.20~-1.88)***","1990~2019","-2.04 (-2.20~-1.88)","Incidence","Number"
"Bosnia and Herzegovina",2,"Full Range",1990,2021,-13.01,"-16.57","-9.31",1,-6.552,0,"***","1990~2021
-13.01(-16.57~-9.31)***","1990~2021","-13.01 (-16.57~-9.31)","Incidence","Number"
"Bosnia and Herzegovina",2,"1990.000-1999.000",1990,1999,-6.97,"-8.47","-5.45",1,-9.169,0,"***","1990~1999
-6.97(-8.47~-5.45)***","1990~1999","-6.97 (-8.47~-5.45)","Incidence","Number"
"Bosnia and Herzegovina",2,"1999.000-2009.000",1999,2009,-6.97,"-8.47","-5.45",1,-9.169,0,"***","1999~2009
-6.97(-8.47~-5.45)***","1999~2009","-6.97 (-8.47~-5.45)","Incidence","Number"
"Bosnia and Herzegovina",2,"2009.000-2019.000",2009,2019,10.09,"4.16","16.36",1,3.405,0.001,"**","2009~2019
10.09(4.16~16.36)**","2009~2019","10.09 (4.16~16.36)","Incidence","Number"
"Bosnia and Herzegovina",2,"2019.000-2021.000",2019,2021,-85.85,"-92.18","-74.38",1,-6.801,0,"***","2019~2021
-85.85(-92.18~-74.38)***","2019~2021","-85.85 (-92.18~-74.38)","Incidence","Number"
"Bosnia and Herzegovina",2,"1990.000-2019.000",1990,2019,-1.41,"-3.54","0.77",0,-1.273,0.203,"","1990~2019
-1.41(-3.54~0.77)","1990~2019","-1.41 (-3.54~0.77)","Incidence","Number"
"Botswana",4,"Full Range",1990,2021,-2.33,"-8.06","3.76",0,-0.764,0.445,"","1990~2021
-2.33(-8.06~3.76)","1990~2021","-2.33 (-8.06~3.76)","Incidence","Number"
"Botswana",4,"1990.000-1999.000",1990,1999,0.14,"-9.59","10.92",0,0.027,0.979,"","1990~1999
0.14(-9.59~10.92)","1990~1999","0.14 (-9.59~10.92)","Incidence","Number"
"Botswana",4,"1999.000-2009.000",1999,2009,0.48,"-5.75","7.12",0,0.147,0.883,"","1999~2009
0.48(-5.75~7.12)","1999~2009","0.48 (-5.75~7.12)","Incidence","Number"
"Botswana",4,"2009.000-2019.000",2009,2019,5.79,"-2.92","15.29",0,1.283,0.199,"","2009~2019
5.79(-2.92~15.29)","2009~2019","5.79 (-2.92~15.29)","Incidence","Number"
"Botswana",4,"2019.000-2021.000",2019,2021,-49.18,"-64.37","-27.52",1,-4.005,0.001,"**","2019~2021
-49.18(-64.37~-27.52)**","2019~2021","-49.18 (-64.37~-27.52)","Incidence","Number"
"Botswana",4,"1990.000-2019.000",1990,2019,2.17,"-3.39","8.06",0,0.752,0.452,"","1990~2019
2.17(-3.39~8.06)","1990~2019","2.17 (-3.39~8.06)","Incidence","Number"
"Brazil",4,"Full Range",1990,2021,-4.64,"-5.27","-4.00",1,-13.973,0,"***","1990~2021
-4.64(-5.27~-4.00)***","1990~2021","-4.64 (-5.27~-4.00)","Incidence","Number"
"Brazil",4,"1990.000-1999.000",1990,1999,-5.98,"-6.62","-5.34",1,-17.874,0,"***","1990~1999
-5.98(-6.62~-5.34)***","1990~1999","-5.98 (-6.62~-5.34)","Incidence","Number"
"Brazil",4,"1999.000-2009.000",1999,2009,-10.68,"-11.50","-9.85",1,-23.899,0,"***","1999~2009
-10.68(-11.50~-9.85)***","1999~2009","-10.68 (-11.50~-9.85)","Incidence","Number"
"Brazil",4,"2009.000-2019.000",2009,2019,17.69,"16.76","18.62",1,40.231,0,"***","2009~2019
17.69(16.76~18.62)***","2009~2019","17.69 (16.76~18.62)","Incidence","Number"
"Brazil",4,"2019.000-2021.000",2019,2021,-50.77,"-54.26","-47.02",1,-20.286,0,"***","2019~2021
-50.77(-54.26~-47.02)***","2019~2021","-50.77 (-54.26~-47.02)","Incidence","Number"
"Brazil",4,"1990.000-2019.000",1990,2019,-0.19,"-0.72","0.34",0,-0.703,0.482,"","1990~2019
-0.19(-0.72~0.34)","1990~2019","-0.19 (-0.72~0.34)","Incidence","Number"
"Brunei Darussalam",1,"Full Range",1990,2021,-17.23,"-19.30","-15.10",1,-14.614,0,"***","1990~2021
-17.23(-19.30~-15.10)***","1990~2021","-17.23 (-19.30~-15.10)","Incidence","Number"
"Brunei Darussalam",1,"1990.000-1999.000",1990,1999,0.82,"0.19","1.46",1,2.671,0.013,"*","1990~1999
0.82(0.19~1.46)*","1990~1999","0.82 (0.19~1.46)","Incidence","Number"
"Brunei Darussalam",1,"1999.000-2009.000",1999,2009,0.82,"0.19","1.46",1,2.671,0.013,"*","1999~2009
0.82(0.19~1.46)*","1999~2009","0.82 (0.19~1.46)","Incidence","Number"
"Brunei Darussalam",1,"2009.000-2019.000",2009,2019,0.82,"0.19","1.46",1,2.671,0.013,"*","2009~2019
0.82(0.19~1.46)*","2009~2019","0.82 (0.19~1.46)","Incidence","Number"
"Brunei Darussalam",1,"2019.000-2021.000",2019,2021,-95.26,"-96.83","-92.93",1,-15.595,0,"***","2019~2021
-95.26(-96.83~-92.93)***","2019~2021","-95.26 (-96.83~-92.93)","Incidence","Number"
"Brunei Darussalam",1,"1990.000-2019.000",1990,2019,0.82,"0.19","1.46",1,2.671,0.013,"*","1990~2019
0.82(0.19~1.46)*","1990~2019","0.82 (0.19~1.46)","Incidence","Number"
"Bulgaria",1,"Full Range",1990,2021,-9.7,"-11.52","-7.84",1,-9.826,0,"***","1990~2021
-9.70(-11.52~-7.84)***","1990~2021","-9.70 (-11.52~-7.84)","Incidence","Number"
"Bulgaria",1,"1990.000-1999.000",1990,1999,2.35,"1.83","2.87",1,9.435,0,"***","1990~1999
2.35(1.83~2.87)***","1990~1999","2.35 (1.83~2.87)","Incidence","Number"
"Bulgaria",1,"1999.000-2009.000",1999,2009,2.35,"1.83","2.87",1,9.435,0,"***","1999~2009
2.35(1.83~2.87)***","1999~2009","2.35 (1.83~2.87)","Incidence","Number"
"Bulgaria",1,"2009.000-2019.000",2009,2019,2.35,"1.83","2.87",1,9.435,0,"***","2009~2019
2.35(1.83~2.87)***","2009~2019","2.35 (1.83~2.87)","Incidence","Number"
"Bulgaria",1,"2019.000-2021.000",2019,2021,-85.31,"-89.35","-79.72",1,-12.224,0,"***","2019~2021
-85.31(-89.35~-79.72)***","2019~2021","-85.31 (-89.35~-79.72)","Incidence","Number"
"Bulgaria",1,"1990.000-2019.000",1990,2019,2.35,"1.83","2.87",1,9.435,0,"***","1990~2019
2.35(1.83~2.87)***","1990~2019","2.35 (1.83~2.87)","Incidence","Number"
"Burkina Faso",4,"Full Range",1990,2021,-4.5,"-4.78","-4.23",1,-31.113,0,"***","1990~2021
-4.50(-4.78~-4.23)***","1990~2021","-4.50 (-4.78~-4.23)","Incidence","Number"
"Burkina Faso",4,"1990.000-1999.000",1990,1999,2.43,"2.20","2.66",1,22.445,0,"***","1990~1999
2.43(2.20~2.66)***","1990~1999","2.43 (2.20~2.66)","Incidence","Number"
"Burkina Faso",4,"1999.000-2009.000",1999,2009,-5.44,"-5.97","-4.90",1,-19.267,0,"***","1999~2009
-5.44(-5.97~-4.90)***","1999~2009","-5.44 (-5.97~-4.90)","Incidence","Number"
"Burkina Faso",4,"2009.000-2019.000",2009,2019,-3.14,"-3.46","-2.81",1,-18.54,0,"***","2009~2019
-3.14(-3.46~-2.81)***","2009~2019","-3.14 (-3.46~-2.81)","Incidence","Number"
"Burkina Faso",4,"2019.000-2021.000",2019,2021,-31.87,"-33.81","-29.87",1,-27.898,0,"***","2019~2021
-31.87(-33.81~-29.87)***","2019~2021","-31.87 (-33.81~-29.87)","Incidence","Number"
"Burkina Faso",4,"1990.000-2019.000",1990,2019,-2.25,"-2.50","-2.01",1,-17.986,0,"***","1990~2019
-2.25(-2.50~-2.01)***","1990~2019","-2.25 (-2.50~-2.01)","Incidence","Number"
"Burundi",3,"Full Range",1990,2021,-4.49,"-5.87","-3.10",1,-6.213,0,"***","1990~2021
-4.49(-5.87~-3.10)***","1990~2021","-4.49 (-5.87~-3.10)","Incidence","Number"
"Burundi",3,"1990.000-1999.000",1990,1999,0.63,"-0.04","1.30",0,1.952,0.064,"","1990~1999
0.63(-0.04~1.30)","1990~1999","0.63 (-0.04~1.30)","Incidence","Number"
"Burundi",3,"1999.000-2009.000",1999,2009,-4.86,"-5.98","-3.73",1,-8.282,0,"***","1999~2009
-4.86(-5.98~-3.73)***","1999~2009","-4.86 (-5.98~-3.73)","Incidence","Number"
"Burundi",3,"2009.000-2019.000",2009,2019,-4.78,"-6.87","-2.64",1,-4.322,0,"***","2009~2019
-4.78(-6.87~-2.64)***","2009~2019","-4.78 (-6.87~-2.64)","Incidence","Number"
"Burundi",3,"2019.000-2021.000",2019,2021,-21.82,"-34.26","-7.04",1,-2.956,0.008,"**","2019~2021
-21.82(-34.26~-7.04)**","2019~2021","-21.82 (-34.26~-7.04)","Incidence","Number"
"Burundi",3,"1990.000-2019.000",1990,2019,-3.16,"-4.19","-2.13",1,-5.916,0,"***","1990~2019
-3.16(-4.19~-2.13)***","1990~2019","-3.16 (-4.19~-2.13)","Incidence","Number"
"Cabo Verde",5,"Full Range",1990,2021,-8.58,"-9.94","-7.21",1,-11.762,0,"***","1990~2021
-8.58(-9.94~-7.21)***","1990~2021","-8.58 (-9.94~-7.21)","Incidence","Number"
"Cabo Verde",5,"1990.000-1999.000",1990,1999,-1.5,"-4.63","1.73",0,-0.917,0.359,"","1990~1999
-1.50(-4.63~1.73)","1990~1999","-1.50 (-4.63~1.73)","Incidence","Number"
"Cabo Verde",5,"1999.000-2009.000",1999,2009,2.91,"0.19","5.71",1,2.101,0.036,"*","1999~2009
2.91(0.19~5.71)*","1999~2009","2.91 (0.19~5.71)","Incidence","Number"
"Cabo Verde",5,"2009.000-2019.000",2009,2019,-18.36,"-19.51","-17.19",1,-27.914,0,"***","2009~2019
-18.36(-19.51~-17.19)***","2009~2019","-18.36 (-19.51~-17.19)","Incidence","Number"
"Cabo Verde",5,"2019.000-2021.000",2019,2021,-36.4,"-39.22","-33.44",1,-21.228,0,"***","2019~2021
-36.40(-39.22~-33.44)***","2019~2021","-36.40 (-39.22~-33.44)","Incidence","Number"
"Cabo Verde",5,"1990.000-2019.000",1990,2019,-6.27,"-7.68","-4.83",1,-8.354,0,"***","1990~2019
-6.27(-7.68~-4.83)***","1990~2019","-6.27 (-7.68~-4.83)","Incidence","Number"
"Cambodia",1,"Full Range",1990,2021,-14.48,"-15.93","-13.00",1,-17.899,0,"***","1990~2021
-14.48(-15.93~-13.00)***","1990~2021","-14.48 (-15.93~-13.00)","Incidence","Number"
"Cambodia",1,"1990.000-1999.000",1990,1999,-2.38,"-2.79","-1.96",1,-11.62,0,"***","1990~1999
-2.38(-2.79~-1.96)***","1990~1999","-2.38 (-2.79~-1.96)","Incidence","Number"
"Cambodia",1,"1999.000-2009.000",1999,2009,-2.38,"-2.79","-1.96",1,-11.62,0,"***","1999~2009
-2.38(-2.79~-1.96)***","1999~2009","-2.38 (-2.79~-1.96)","Incidence","Number"
"Cambodia",1,"2009.000-2019.000",2009,2019,-2.38,"-2.79","-1.96",1,-11.62,0,"***","2009~2019
-2.38(-2.79~-1.96)***","2009~2019","-2.38 (-2.79~-1.96)","Incidence","Number"
"Cambodia",1,"2019.000-2021.000",2019,2021,-87.45,"-90.43","-83.54",1,-15.713,0,"***","2019~2021
-87.45(-90.43~-83.54)***","2019~2021","-87.45 (-90.43~-83.54)","Incidence","Number"
"Cambodia",1,"1990.000-2019.000",1990,2019,-2.38,"-2.79","-1.96",1,-11.62,0,"***","1990~2019
-2.38(-2.79~-1.96)***","1990~2019","-2.38 (-2.79~-1.96)","Incidence","Number"
"Cameroon",2,"Full Range",1990,2021,-1.21,"-1.92","-0.49",1,-3.282,0.001,"**","1990~2021
-1.21(-1.92~-0.49)**","1990~2021","-1.21 (-1.92~-0.49)","Incidence","Number"
"Cameroon",2,"1990.000-1999.000",1990,1999,0.85,"0.56","1.13",1,6.134,0,"***","1990~1999
0.85(0.56~1.13)***","1990~1999","0.85 (0.56~1.13)","Incidence","Number"
"Cameroon",2,"1999.000-2009.000",1999,2009,0.85,"0.56","1.13",1,6.134,0,"***","1999~2009
0.85(0.56~1.13)***","1999~2009","0.85 (0.56~1.13)","Incidence","Number"
"Cameroon",2,"2009.000-2019.000",2009,2019,4.42,"3.42","5.43",1,8.792,0,"***","2009~2019
4.42(3.42~5.43)***","2009~2019","4.42 (3.42~5.43)","Incidence","Number"
"Cameroon",2,"2019.000-2021.000",2019,2021,-38.43,"-44.48","-31.73",1,-9.682,0,"***","2019~2021
-38.43(-44.48~-31.73)***","2019~2021","-38.43 (-44.48~-31.73)","Incidence","Number"
"Cameroon",2,"1990.000-2019.000",1990,2019,2.06,"1.68","2.45",1,10.52,0,"***","1990~2019
2.06(1.68~2.45)***","1990~2019","2.06 (1.68~2.45)","Incidence","Number"
"Canada",3,"Full Range",1990,2021,-6.96,"-10.42","-3.35",1,-3.722,0,"***","1990~2021
-6.96(-10.42~-3.35)***","1990~2021","-6.96 (-10.42~-3.35)","Incidence","Number"
"Canada",3,"1990.000-1999.000",1990,1999,0.9,"-3.47","5.48",0,0.398,0.69,"","1990~1999
0.90(-3.47~5.48)","1990~1999","0.90 (-3.47~5.48)","Incidence","Number"
"Canada",3,"1999.000-2009.000",1999,2009,-2.87,"-7.66","2.17",0,-1.129,0.259,"","1999~2009
-2.87(-7.66~2.17)","1999~2009","-2.87 (-7.66~2.17)","Incidence","Number"
"Canada",3,"2009.000-2019.000",2009,2019,7.78,"5.43","10.18",1,7.074,0,"***","2009~2019
7.78(5.43~10.18)***","2009~2019","7.78 (5.43~10.18)","Incidence","Number"
"Canada",3,"2019.000-2021.000",2019,2021,-75.01,"-84.38","-60.02",1,-6.137,0,"***","2019~2021
-75.01(-84.38~-60.02)***","2019~2021","-75.01 (-84.38~-60.02)","Incidence","Number"
"Canada",3,"1990.000-2019.000",1990,2019,1.88,"-0.81","4.63",0,1.364,0.172,"","1990~2019
1.88(-0.81~4.63)","1990~2019","1.88 (-0.81~4.63)","Incidence","Number"
"Central African Republic",5,"Full Range",1990,2021,1.53,"0.75","2.33",1,3.855,0,"***","1990~2021
1.53(0.75~2.33)***","1990~2021","1.53 (0.75~2.33)","Incidence","Number"
"Central African Republic",5,"1990.000-1999.000",1990,1999,4.18,"2.90","5.48",1,6.483,0,"***","1990~1999
4.18(2.90~5.48)***","1990~1999","4.18 (2.90~5.48)","Incidence","Number"
"Central African Republic",5,"1999.000-2009.000",1999,2009,2.52,"2.11","2.92",1,12.278,0,"***","1999~2009
2.52(2.11~2.92)***","1999~2009","2.52 (2.11~2.92)","Incidence","Number"
"Central African Republic",5,"2009.000-2019.000",2009,2019,2.14,"0.35","3.96",1,2.347,0.019,"*","2009~2019
2.14(0.35~3.96)*","2009~2019","2.14 (0.35~3.96)","Incidence","Number"
"Central African Republic",5,"2019.000-2021.000",2019,2021,-16.32,"-20.92","-11.45",1,-6.709,0,"***","2019~2021
-16.32(-20.92~-11.45)***","2019~2021","-16.32 (-20.92~-11.45)","Incidence","Number"
"Central African Republic",5,"1990.000-2019.000",1990,2019,2.9,"2.13","3.67",1,7.503,0,"***","1990~2019
2.90(2.13~3.67)***","1990~2019","2.90 (2.13~3.67)","Incidence","Number"
"Chad",2,"Full Range",1990,2021,-0.19,"-0.49","0.12",0,-1.211,0.226,"","1990~2021
-0.19(-0.49~0.12)","1990~2021","-0.19 (-0.49~0.12)","Incidence","Number"
"Chad",2,"1990.000-1999.000",1990,1999,2.84,"2.71","2.96",1,49.035,0,"***","1990~1999
2.84(2.71~2.96)***","1990~1999","2.84 (2.71~2.96)","Incidence","Number"
"Chad",2,"1999.000-2009.000",1999,2009,2.84,"2.71","2.96",1,49.035,0,"***","1999~2009
2.84(2.71~2.96)***","1999~2009","2.84 (2.71~2.96)","Incidence","Number"
"Chad",2,"2009.000-2019.000",2009,2019,1.8,"1.39","2.21",1,8.726,0,"***","2009~2019
1.80(1.39~2.21)***","2009~2019","1.80 (1.39~2.21)","Incidence","Number"
"Chad",2,"2019.000-2021.000",2019,2021,-31.87,"-34.73","-28.88",1,-18.449,0,"***","2019~2021
-31.87(-34.73~-28.88)***","2019~2021","-31.87 (-34.73~-28.88)","Incidence","Number"
"Chad",2,"1990.000-2019.000",1990,2019,2.48,"2.31","2.64",1,30.334,0,"***","1990~2019
2.48(2.31~2.64)***","1990~2019","2.48 (2.31~2.64)","Incidence","Number"
"Chile",1,"Full Range",1990,2021,-11.44,"-12.93","-9.91",1,-13.955,0,"***","1990~2021
-11.44(-12.93~-9.91)***","1990~2021","-11.44 (-12.93~-9.91)","Incidence","Number"
"Chile",1,"1990.000-1999.000",1990,1999,0.13,"-0.29","0.56",0,0.638,0.529,"","1990~1999
0.13(-0.29~0.56)","1990~1999","0.13 (-0.29~0.56)","Incidence","Number"
"Chile",1,"1999.000-2009.000",1999,2009,0.13,"-0.29","0.56",0,0.638,0.529,"","1999~2009
0.13(-0.29~0.56)","1999~2009","0.13 (-0.29~0.56)","Incidence","Number"
"Chile",1,"2009.000-2019.000",2009,2019,0.13,"-0.29","0.56",0,0.638,0.529,"","2009~2019
0.13(-0.29~0.56)","2009~2019","0.13 (-0.29~0.56)","Incidence","Number"
"Chile",1,"2019.000-2021.000",2019,2021,-85.06,"-88.60","-80.44",1,-14.457,0,"***","2019~2021
-85.06(-88.60~-80.44)***","2019~2021","-85.06 (-88.60~-80.44)","Incidence","Number"
"Chile",1,"1990.000-2019.000",1990,2019,0.13,"-0.29","0.56",0,0.638,0.529,"","1990~2019
0.13(-0.29~0.56)","1990~2019","0.13 (-0.29~0.56)","Incidence","Number"
"China",5,"Full Range",1990,2021,-7.38,"-8.52","-6.23",1,-12.17,0,"***","1990~2021
-7.38(-8.52~-6.23)***","1990~2021","-7.38 (-8.52~-6.23)","Incidence","Number"
"China",5,"1990.000-1999.000",1990,1999,-2.8,"-3.94","-1.65",1,-4.732,0,"***","1990~1999
-2.80(-3.94~-1.65)***","1990~1999","-2.80 (-3.94~-1.65)","Incidence","Number"
"China",5,"1999.000-2009.000",1999,2009,-0.73,"-1.81","0.37",0,-1.301,0.193,"","1999~2009
-0.73(-1.81~0.37)","1999~2009","-0.73 (-1.81~0.37)","Incidence","Number"
"China",5,"2009.000-2019.000",2009,2019,-3.73,"-6.49","-0.89",1,-2.56,0.01,"*","2009~2019
-3.73(-6.49~-0.89)*","2009~2019","-3.73 (-6.49~-0.89)","Incidence","Number"
"China",5,"2019.000-2021.000",2019,2021,-56.6,"-60.58","-52.23",1,-18.528,0,"***","2019~2021
-56.60(-60.58~-52.23)***","2019~2021","-56.60 (-60.58~-52.23)","Incidence","Number"
"China",5,"1990.000-2019.000",1990,2019,-2.41,"-3.55","-1.26",1,-4.087,0,"***","1990~2019
-2.41(-3.55~-1.26)***","1990~2019","-2.41 (-3.55~-1.26)","Incidence","Number"
"Colombia",3,"Full Range",1990,2021,-5.93,"-6.48","-5.38",1,-20.424,0,"***","1990~2021
-5.93(-6.48~-5.38)***","1990~2021","-5.93 (-6.48~-5.38)","Incidence","Number"
"Colombia",3,"1990.000-1999.000",1990,1999,4.49,"4.03","4.95",1,20.764,0,"***","1990~1999
4.49(4.03~4.95)***","1990~1999","4.49 (4.03~4.95)","Incidence","Number"
"Colombia",3,"1999.000-2009.000",1999,2009,-1.67,"-2.49","-0.84",1,-3.934,0,"***","1999~2009
-1.67(-2.49~-0.84)***","1999~2009","-1.67 (-2.49~-0.84)","Incidence","Number"
"Colombia",3,"2009.000-2019.000",2009,2019,0.55,"-0.13","1.24",0,1.694,0.105,"","2009~2019
0.55(-0.13~1.24)","2009~2019","0.55 (-0.13~1.24)","Incidence","Number"
"Colombia",3,"2019.000-2021.000",2019,2021,-66.33,"-68.75","-63.73",1,-30.45,0,"***","2019~2021
-66.33(-68.75~-63.73)***","2019~2021","-66.33 (-68.75~-63.73)","Incidence","Number"
"Colombia",3,"1990.000-2019.000",1990,2019,0.98,"0.57","1.38",1,4.769,0,"***","1990~2019
0.98(0.57~1.38)***","1990~2019","0.98 (0.57~1.38)","Incidence","Number"
"Comoros",1,"Full Range",1990,2021,-2.22,"-3.77","-0.65",1,-2.756,0.006,"**","1990~2021
-2.22(-3.77~-0.65)**","1990~2021","-2.22 (-3.77~-0.65)","Incidence","Number"
"Comoros",1,"1990.000-1999.000",1990,1999,1.3,"0.75","1.86",1,4.864,0,"***","1990~1999
1.30(0.75~1.86)***","1990~1999","1.30 (0.75~1.86)","Incidence","Number"
"Comoros",1,"1999.000-2009.000",1999,2009,1.3,"0.75","1.86",1,4.864,0,"***","1999~2009
1.30(0.75~1.86)***","1999~2009","1.30 (0.75~1.86)","Incidence","Number"
"Comoros",1,"2009.000-2019.000",2009,2019,-2.34,"-3.94","-0.72",1,-2.816,0.005,"**","2009~2019
-2.34(-3.94~-0.72)**","2009~2019","-2.34 (-3.94~-0.72)","Incidence","Number"
"Comoros",1,"2019.000-2021.000",2019,2021,-29.77,"-40.47","-17.15",1,-4.387,0,"***","2019~2021
-29.77(-40.47~-17.15)***","2019~2021","-29.77 (-40.47~-17.15)","Incidence","Number"
"Comoros",1,"1990.000-2019.000",1990,2019,0.03,"-0.71","0.78",0,0.088,0.93,"","1990~2019
0.03(-0.71~0.78)","1990~2019","0.03 (-0.71~0.78)","Incidence","Number"
"Congo",4,"Full Range",1990,2021,3.29,"2.65","3.93",1,10.296,0,"***","1990~2021
3.29(2.65~3.93)***","1990~2021","3.29 (2.65~3.93)","Incidence","Number"
"Congo",4,"1990.000-1999.000",1990,1999,9.7,"8.41","10.99",1,15.386,0,"***","1990~1999
9.70(8.41~10.99)***","1990~1999","9.70 (8.41~10.99)","Incidence","Number"
"Congo",4,"1999.000-2009.000",1999,2009,-0.33,"-1.01","0.36",0,-0.945,0.345,"","1999~2009
-0.33(-1.01~0.36)","1999~2009","-0.33 (-1.01~0.36)","Incidence","Number"
"Congo",4,"2009.000-2019.000",2009,2019,4.73,"4.09","5.37",1,15.913,0,"***","2009~2019
4.73(4.09~5.37)***","2009~2019","4.73 (4.09~5.37)","Incidence","Number"
"Congo",4,"2019.000-2021.000",2019,2021,-12.15,"-17.83","-6.07",1,-4.07,0.001,"**","2019~2021
-12.15(-17.83~-6.07)**","2019~2021","-12.15 (-17.83~-6.07)","Incidence","Number"
"Congo",4,"1990.000-2019.000",1990,2019,4.45,"3.93","4.97",1,17.114,0,"***","1990~2019
4.45(3.93~4.97)***","1990~2019","4.45 (3.93~4.97)","Incidence","Number"
"Cook Islands",1,"Full Range",1990,2021,-12.49,"-14.82","-10.11",1,-9.728,0,"***","1990~2021
-12.49(-14.82~-10.11)***","1990~2021","-12.49 (-14.82~-10.11)","Incidence","Number"
"Cook Islands",1,"1990.000-1999.000",1990,1999,-3.64,"-4.28","-2.99",1,-11.389,0,"***","1990~1999
-3.64(-4.28~-2.99)***","1990~1999","-3.64 (-4.28~-2.99)","Incidence","Number"
"Cook Islands",1,"1999.000-2009.000",1999,2009,-3.64,"-4.28","-2.99",1,-11.389,0,"***","1999~2009
-3.64(-4.28~-2.99)***","1999~2009","-3.64 (-4.28~-2.99)","Incidence","Number"
"Cook Islands",1,"2009.000-2019.000",2009,2019,-3.64,"-4.28","-2.99",1,-11.389,0,"***","2009~2019
-3.64(-4.28~-2.99)***","2009~2019","-3.64 (-4.28~-2.99)","Incidence","Number"
"Cook Islands",1,"2019.000-2021.000",2019,2021,-78.38,"-85.87","-66.91",1,-7.385,0,"***","2019~2021
-78.38(-85.87~-66.91)***","2019~2021","-78.38 (-85.87~-66.91)","Incidence","Number"
"Cook Islands",1,"1990.000-2019.000",1990,2019,-3.64,"-4.28","-2.99",1,-11.389,0,"***","1990~2019
-3.64(-4.28~-2.99)***","1990~2019","-3.64 (-4.28~-2.99)","Incidence","Number"
"Costa Rica",5,"Full Range",1990,2021,-13.52,"-13.91","-13.13",1,-63.204,0,"***","1990~2021
-13.52(-13.91~-13.13)***","1990~2021","-13.52 (-13.91~-13.13)","Incidence","Number"
"Costa Rica",5,"1990.000-1999.000",1990,1999,4.35,"4.05","4.66",1,30.837,0,"***","1990~1999
4.35(4.05~4.66)***","1990~1999","4.35 (4.05~4.66)","Incidence","Number"
"Costa Rica",5,"1999.000-2009.000",1999,2009,0.25,"-0.46","0.96",0,0.686,0.493,"","1999~2009
0.25(-0.46~0.96)","1999~2009","0.25 (-0.46~0.96)","Incidence","Number"
"Costa Rica",5,"2009.000-2019.000",2009,2019,-7.99,"-8.81","-7.17",1,-18.267,0,"***","2009~2019
-7.99(-8.81~-7.17)***","2009~2019","-7.99 (-8.81~-7.17)","Incidence","Number"
"Costa Rica",5,"2019.000-2021.000",2019,2021,-86.99,"-87.47","-86.49",1,-114.859,0,"***","2019~2021
-86.99(-87.47~-86.49)***","2019~2021","-86.99 (-87.47~-86.49)","Incidence","Number"
"Costa Rica",5,"1990.000-2019.000",1990,2019,-1.46,"-1.86","-1.04",1,-6.879,0,"***","1990~2019
-1.46(-1.86~-1.04)***","1990~2019","-1.46 (-1.86~-1.04)","Incidence","Number"
"Croatia",1,"Full Range",1990,2021,-12.62,"-16.02","-9.08",1,-6.661,0,"***","1990~2021
-12.62(-16.02~-9.08)***","1990~2021","-12.62 (-16.02~-9.08)","Incidence","Number"
"Croatia",1,"1990.000-1999.000",1990,1999,-3.54,"-4.49","-2.58",1,-7.502,0,"***","1990~1999
-3.54(-4.49~-2.58)***","1990~1999","-3.54 (-4.49~-2.58)","Incidence","Number"
"Croatia",1,"1999.000-2009.000",1999,2009,-3.54,"-4.49","-2.58",1,-7.502,0,"***","1999~2009
-3.54(-4.49~-2.58)***","1999~2009","-3.54 (-4.49~-2.58)","Incidence","Number"
"Croatia",1,"2009.000-2019.000",2009,2019,-3.54,"-4.49","-2.58",1,-7.502,0,"***","2009~2019
-3.54(-4.49~-2.58)***","2009~2019","-3.54 (-4.49~-2.58)","Incidence","Number"
"Croatia",1,"2019.000-2021.000",2019,2021,-79.16,"-88.88","-60.95",1,-5.124,0,"***","2019~2021
-79.16(-88.88~-60.95)***","2019~2021","-79.16 (-88.88~-60.95)","Incidence","Number"
